"category","name","link","description"
"Reinforcement Learning","ViZDoom","https://github.com/mwydmuch/ViZDoom","ViZDoom - ViZDoom allows developing AI bots that play Doom using only the visual information (the screen buffer). It is primarily intended for research in machine visual learning, and deep reinforcement learning, in particular."
"Reinforcement Learning","Roboschool","https://github.com/openai/roboschool","Roboschool - Open-source software for robot simulation, integrated with OpenAI Gym."
"Reinforcement Learning","Retro","https://github.com/openai/retro","Retro - Retro Games in Gym"
"Reinforcement Learning","SLM Lab","https://github.com/kengz/SLM-Lab","SLM Lab - Modular Deep Reinforcement Learning framework in PyTorch."
"Reinforcement Learning","Coach","https://github.com/NervanaSystems/coach","Coach - Reinforcement Learning Coach by Intel® AI Lab enables easy experimentation with state of the art Reinforcement Learning algorithms"
"Reinforcement Learning","garage","https://github.com/rlworkgroup/garage","garage - A toolkit for reproducible reinforcement learning research"
"Reinforcement Learning","metaworld","https://github.com/rlworkgroup/metaworld","metaworld - An open source robotics benchmark for meta- and multi-task reinforcement learning"
"Reinforcement Learning","acme","https://deepmind.com/research/publications/Acme","acme - An Open Source Distributed Framework for Reinforcement Learning that makes build and train your agents easily."
"Reinforcement Learning","Spinning Up","https://spinningup.openai.com","Spinning Up - An educational resource designed to let anyone learn to become a skilled practitioner in deep reinforcement learning"
"Reinforcement Learning","Maze","https://github.com/enlite-ai/maze","Maze - Application-oriented deep reinforcement learning framework addressing real-world decision problems."
"Reinforcement Learning","RLlib","https://github.com/ray-project/ray","RLlib - RLlib is an industry level, highly scalable RL library for tf and torch, based on Ray. It's used by companies like Amazon and Microsoft to solve real-world decision making problems at scale."
"Reinforcement Learning","DI-engine","https://github.com/opendilab/DI-engine","DI-engine - DI-engine is a generalized Decision Intelligence engine. It supports most basic deep reinforcement learning (DRL) algorithms, such as DQN, PPO, SAC, and domain-specific algorithms like QMIX in multi-agent RL, GAIL in inverse RL, and RND in exploration problems."
